number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
65,0.8236331569659909,2025-12-24 14:53:04.089690,2025-12-24 14:53:08.975816,0 days 00:00:04.886126,1.2170432272005538e-08,0.3967463534804926,97,2.0468417669749255,3.236842520460393e-07,0.029724131509145185,11,12,1479,0.8400714552673034,0.9268370513749169,0.8992192005272456,0.40591517090797424,COMPLETE
66,0.8239895697517818,2025-12-24 14:53:08.976054,2025-12-24 14:53:13.898716,0 days 00:00:04.922662,1.0691908476474134e-08,0.39309516536110933,98,2.1654618074358236,2.405103435172268e-07,0.030706938355411,11,6,1496,0.8145000802969142,0.9272768005621456,0.9000696503419691,0.3738133907318115,COMPLETE
67,0.8199329983244581,2025-12-24 14:53:13.898997,2025-12-24 14:53:23.277096,0 days 00:00:09.378099,1.0232386664591233e-07,0.3749923120586335,81,1.4444635298503983,2.0583487395811715e-06,0.021172956379337787,11,53,1386,0.8332879567133635,0.9232770106437294,0.8945508801157012,0.34493887424468994,COMPLETE
68,0.8281938325986196,2025-12-24 14:53:23.277340,2025-12-24 14:53:28.307555,0 days 00:00:05.030215,6.230405363872736e-08,0.4589160976169545,95,0.5767821197454471,3.220650028914118e-08,0.028209530464284753,11,3,1492,0.8026624219759981,0.9286776764841637,0.9016590428528514,0.3636075556278229,COMPLETE
69,0.8281110116378183,2025-12-24 14:53:28.307877,2025-12-24 14:53:31.508132,0 days 00:00:03.200255,4.988283002999805e-08,0.4573128081686713,92,1.5596112325436247,3.0786536420148036e-08,0.039127692320540725,9,2,1309,0.7915946764466667,0.9273568547902278,0.8981324221925795,0.41309475898742676,COMPLETE
70,0.8213219616199691,2025-12-24 14:53:31.508436,2025-12-24 14:53:39.039212,0 days 00:00:07.530776,6.02590653615402e-08,0.44992362833531235,94,1.5425393638615956,2.8220830604167217e-08,0.027449433288762606,8,50,1337,0.7927103544503604,0.9230131479923618,0.8960553940736462,0.36853155493736267,COMPLETE
71,0.8214765100666155,2025-12-24 14:53:39.039522,2025-12-24 14:53:42.211582,0 days 00:00:03.172060,1.2252213142696013e-07,0.4297463957835873,73,0.63147779283876,1.0514546525585269e-07,0.038983320381731704,9,4,1440,0.8576949318740399,0.9257174259442572,0.8968321992615567,0.41260766983032227,COMPLETE
72,0.8220750551871387,2025-12-24 14:53:42.211835,2025-12-24 14:53:50.925009,0 days 00:00:08.713174,3.405470451178352e-08,0.4852464316085237,85,1.0197996013690354,1.055203334215033e-06,0.022166559592368795,10,29,1323,0.7847886903345572,0.9250718939348681,0.8986009185190855,0.4207029342651367,COMPLETE
73,0.8259005145792597,2025-12-24 14:53:50.925249,2025-12-24 14:54:14.225875,0 days 00:00:23.300626,6.186398588123758e-07,0.36136161005262474,111,0.5919772655230291,4.136036951008131e-08,0.00110071625106892,9,1,1399,0.8028616880185862,0.9241837171808076,0.8946157872444178,0.40337440371513367,COMPLETE
74,0.811785400175402,2025-12-24 14:54:14.226778,2025-12-24 14:54:27.117323,0 days 00:00:12.890545,5.748604553808878e-07,0.362124229781202,102,0.5712381569633223,3.112419973154034e-08,0.0020747694094603586,9,40,1390,0.7654104810622134,0.9117755298063336,0.8769876767991134,0.42819470167160034,COMPLETE
75,0.7514406454086477,2025-12-24 14:54:27.117928,2025-12-24 14:54:33.777722,0 days 00:00:06.659794,4.0306908471829e-06,0.4211999960465867,93,1.2627007151420169,2.0874190616893417e-08,0.001423992277246767,2,10,1497,0.8601826074379283,0.8744310776459773,0.8192340625954363,0.36513572931289673,COMPLETE
