number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_gamma,params_kernel,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
70,0.6621964479879586,2025-12-15 22:22:22.619719,2025-12-15 22:22:23.197476,0 days 00:00:00.577757,2.229338129348827,,0.12624794965255226,sigmoid,1160,0.0008639858613493845,0.46603027702374156,0.434627317702277,0.4561159908771515,COMPLETE
71,0.7260373695699989,2025-12-15 22:22:23.197654,2025-12-15 22:24:42.384071,0 days 00:02:19.186417,0.47054102341624443,,,linear,1384,2.723508033662981e-06,0.7722751508187068,0.7751288493296782,0.37036922574043274,COMPLETE
72,0.7257909875354616,2025-12-15 22:24:42.384397,2025-12-15 22:27:01.225049,0 days 00:02:18.840652,0.7373614596321038,,,linear,1402,2.6275406793181296e-06,0.7689403676965739,0.773531446518719,0.3600749373435974,COMPLETE
73,0.7240212663117349,2025-12-15 22:27:01.225312,2025-12-15 22:29:29.246905,0 days 00:02:28.021593,0.7090886271927755,,,linear,1486,3.926527260575912e-06,0.7691639491760778,0.7735894404626831,0.3706035912036896,COMPLETE
74,0.7264791464592543,2025-12-15 22:29:29.247172,2025-12-15 22:31:24.315126,0 days 00:01:55.067954,0.43211732660264635,,,linear,1362,2.8166710613200328e-06,0.7725522458384618,0.7752404326142671,0.3700049817562103,COMPLETE
75,0.7180938900679218,2025-12-15 22:31:24.315392,2025-12-15 22:32:18.386566,0 days 00:00:54.071174,4.163415027377502,,,linear,733,2.6078047861558266e-06,0.7627482115751318,0.7668266124959184,0.36988314986228943,COMPLETE
76,0.6621964479879586,2025-12-15 22:32:18.386823,2025-12-15 22:32:18.978160,0 days 00:00:00.591337,0.46873158393148745,,1.7211831328284978e-05,poly,1361,1.3736090082664051e-06,0.4949878081820645,0.5,0.47134923934936523,COMPLETE
77,0.7250784455703493,2025-12-15 22:32:18.978314,2025-12-15 22:32:20.970935,0 days 00:00:01.992621,0.8739030060020194,,,linear,1114,0.00021411855700702138,0.7684671096395085,0.7732858164725118,0.37158483266830444,COMPLETE
78,0.7233835683028605,2025-12-15 22:32:20.971094,2025-12-15 22:32:23.565420,0 days 00:00:02.594326,1.6172416294717482,balanced,,linear,1301,0.0024109979345628835,0.765219668466584,0.7705508514391894,0.41128841042518616,COMPLETE
79,0.7265756050797857,2025-12-15 22:32:23.565587,2025-12-15 22:34:03.844236,0 days 00:01:40.278649,0.4030223089761855,,,linear,1473,3.629039283905923e-06,0.7727684587341103,0.7752633365516302,0.3603227734565735,COMPLETE
80,0.7238463396950855,2025-12-15 22:34:03.844506,2025-12-15 22:35:38.363097,0 days 00:01:34.518591,1.0260249353053612,,,linear,1006,2.625210119263328e-06,0.7676700354014312,0.7727844257924175,0.37243717908859253,COMPLETE
81,0.7259475218653956,2025-12-15 22:35:38.363370,2025-12-15 22:37:37.075117,0 days 00:01:58.711747,0.4436021632338533,,,linear,1398,3.481198367414758e-06,0.7724740320902952,0.7751859623529743,0.3719223737716675,COMPLETE
82,0.7273610099533786,2025-12-15 22:37:37.075391,2025-12-15 22:39:05.607522,0 days 00:01:28.532131,0.4542245550712565,,,linear,1468,4.0971037385551716e-06,0.7721360867069497,0.7751309048112363,0.3711780905723572,COMPLETE
83,0.7265306122444054,2025-12-15 22:39:05.607794,2025-12-15 22:39:42.931718,0 days 00:00:37.323924,0.38845558836626287,,,linear,1486,4.0976188732512026e-06,0.7728572081057206,0.7753296992419384,0.36179494857788086,COMPLETE
84,0.7215130023635754,2025-12-15 22:39:42.931998,2025-12-15 22:39:43.898874,0 days 00:00:00.966876,0.13593815658020264,,,linear,1496,8.456411343140219e-06,0.7717305488383539,0.7723982888996948,0.3435782790184021,COMPLETE
85,0.6901059274279581,2025-12-15 22:39:43.899036,2025-12-15 22:39:44.525741,0 days 00:00:00.626705,0.401809558259972,,0.0013092578401027253,rbf,1835,5.3806689750982116e-06,0.7375138841850845,0.730250199088071,0.3572039008140564,COMPLETE
86,0.7260994263857413,2025-12-15 22:39:44.525916,2025-12-15 22:39:48.424543,0 days 00:00:03.898627,0.37851144660651415,,,linear,1643,4.293727346361128e-06,0.772961978899544,0.7753956214719127,0.3586612045764923,COMPLETE
87,0.7257948840540144,2025-12-15 22:39:48.424707,2025-12-15 22:41:37.665912,0 days 00:01:49.241205,0.3669435041148478,,,linear,1676,3.902883454841141e-06,0.7729303092765243,0.7753233859771524,0.3583835959434509,COMPLETE
88,0.6623164763453971,2025-12-15 22:41:37.666128,2025-12-15 22:41:38.244506,0 days 00:00:00.578378,1.111993292307169,,0.010642150782469544,sigmoid,4776,1.1060435403458277e-05,0.6392204899641158,0.6334104432557888,0.005282874219119549,COMPLETE
89,0.7210563546328508,2025-12-15 22:41:38.244662,2025-12-15 22:43:56.061038,0 days 00:02:17.816376,0.1303665663784517,,,linear,1923,1.1848176320785488e-06,0.7715034370574116,0.7720904071262957,0.3410814106464386,COMPLETE
90,0.7223282442743174,2025-12-15 22:43:56.061351,2025-12-15 22:45:20.185932,0 days 00:01:24.124581,1.7980328264937149,,,linear,1748,7.263604355075651e-06,0.7664949354949342,0.7713382476960987,0.3679913878440857,COMPLETE
91,0.7246238356813806,2025-12-15 22:45:20.186250,2025-12-15 22:47:50.222621,0 days 00:02:30.036371,0.6443106205413199,,,linear,1532,4.145405984103864e-06,0.7699459843630042,0.7740400313842669,0.359843909740448,COMPLETE
92,0.7261847774049649,2025-12-15 22:47:50.222897,2025-12-15 22:49:36.503251,0 days 00:01:46.280354,0.36292307293697323,,,linear,1318,2.032886649552357e-06,0.7731057811949809,0.7754715274694556,0.35960978269577026,COMPLETE
93,0.7256594724215698,2025-12-15 22:49:36.503526,2025-12-15 22:51:20.126678,0 days 00:01:43.623152,0.3658477034104344,,,linear,1283,2.0294284412199644e-06,0.7730615001552628,0.7753822608417842,0.3605753481388092,COMPLETE
94,0.7241379310339906,2025-12-15 22:51:20.127008,2025-12-15 22:52:08.858343,0 days 00:00:48.731335,0.17134722917421824,,,linear,1419,1.6903376506969617e-06,0.772134674357528,0.7735204350103714,0.35509636998176575,COMPLETE
95,0.7265662943171362,2025-12-15 22:52:08.858595,2025-12-15 22:52:32.055780,0 days 00:00:23.197185,0.4925059884090868,,,linear,1079,5.3653336784781184e-06,0.7717798641927126,0.7749990603512877,0.3725264072418213,COMPLETE
96,0.7173860034133073,2025-12-15 22:52:32.056058,2025-12-15 22:52:32.931745,0 days 00:00:00.875687,0.08846983038863306,balanced,,linear,1002,6.157564655662896e-06,0.7660945584517445,0.7684466256040181,0.4012860059738159,COMPLETE
97,0.7250842561381686,2025-12-15 22:52:32.931926,2025-12-15 22:53:32.647659,0 days 00:00:59.715733,0.7596222726703239,,,linear,630,5.081358482917274e-06,0.7686287585336228,0.7733941697146521,0.36641833186149597,COMPLETE
