number,value,datetime_start,datetime_complete,duration,params_C,params_class_weight,params_l1_ratio,params_max_iter,params_tol,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
44,0.7282415630545732,2025-12-16 22:27:32.913658,2025-12-16 22:27:33.971797,0 days 00:00:01.058139,0.1691174208474272,,0.1749384472190833,3715,0.00027061698093450945,0.7437340552844727,0.9360406813741123,0.3804413974285126,COMPLETE
45,0.7077652637813721,2025-12-16 22:27:33.971967,2025-12-16 22:27:34.294808,0 days 00:00:00.322841,0.008433090895008618,,0.09815607402464811,4874,0.00013177968389200797,0.732838041354348,0.9308910107533928,0.41715139150619507,COMPLETE
46,0.7273838630801919,2025-12-16 22:27:34.294970,2025-12-16 22:27:36.584729,0 days 00:00:02.289759,2.1209704237961287,,0.4747448519020423,4994,1.6749354246648452e-05,0.7561160119881684,0.9377529724502859,0.390413761138916,COMPLETE
47,0.717467760843592,2025-12-16 22:27:36.584919,2025-12-16 22:27:36.910532,0 days 00:00:00.325613,841.1013892639835,,0.966691863366993,4094,0.0013663145151505867,0.7538803910266298,0.934499363457712,0.3335427939891815,COMPLETE
48,0.7293144208032937,2025-12-16 22:27:36.910681,2025-12-16 22:27:38.374700,0 days 00:00:01.464019,0.23832627518101207,,0.0022788300414869483,3175,4.863919383492492e-05,0.7508026761041855,0.9375149409553919,0.37554389238357544,COMPLETE
49,0.7273823884192917,2025-12-16 22:27:38.374858,2025-12-16 22:27:39.953169,0 days 00:00:01.578311,0.5491780531691288,,0.041081642744479854,4289,7.773492412453198e-05,0.753566846608431,0.9380503838449815,0.3806094229221344,COMPLETE
50,0.7158145065393441,2025-12-16 22:27:39.953323,2025-12-16 22:27:40.015996,0 days 00:00:00.062673,0.03370955081009376,,0.14092781404571098,3608,0.00980356296032369,0.7297098673435533,0.9330972811684326,0.3876996636390686,COMPLETE
51,0.728235294117159,2025-12-16 22:27:40.016134,2025-12-16 22:27:41.494229,0 days 00:00:01.478095,0.09956151510861048,,0.05549627229823957,4589,6.633164766926544e-05,0.743567980521072,0.9359746468303675,0.3774077892303467,COMPLETE
52,0.7293012331175391,2025-12-16 22:27:41.494405,2025-12-16 22:27:42.596231,0 days 00:00:01.101826,0.192996785406944,,0.08915868536676524,4012,0.0004327835323775381,0.7463326059762196,0.9366360160591916,0.36981192231178284,COMPLETE
53,0.7265258215957562,2025-12-16 22:27:42.596387,2025-12-16 22:27:44.107222,0 days 00:00:01.510835,0.3990396998009515,,0.02601744725219384,4410,3.432942416638081e-05,0.75202177951841,0.9378558634835628,0.3617449700832367,COMPLETE
54,0.7236765561368024,2025-12-16 22:27:44.107491,2025-12-16 22:27:45.221111,0 days 00:00:01.113620,0.058246235843486975,,0.05290680904633298,4517,0.00018519759729870524,0.7408535628446704,0.9351110788048055,0.3731193244457245,COMPLETE
55,0.7270486752921743,2025-12-16 22:27:45.221268,2025-12-16 22:27:46.396720,0 days 00:00:01.175452,1.0872294593825018,,0.20755759006639973,4694,0.00010072374955462544,0.7554924729115742,0.9381609533135777,0.4019920229911804,COMPLETE
56,0.676545733264737,2025-12-16 22:27:46.396877,2025-12-16 22:27:46.983230,0 days 00:00:00.586353,0.010537799165397842,,0.5877176849334744,4204,0.0008657299990056258,0.6746095545863215,0.9124791466494124,0.3849893808364868,COMPLETE
57,0.7274853801164716,2025-12-16 22:27:46.983391,2025-12-16 22:27:47.930781,0 days 00:00:00.947390,0.18416204003519343,balanced,0.25564704274243244,3962,0.00030829778618739255,0.7407710308095415,0.9354862983440687,0.6830241084098816,COMPLETE
