number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_mae,user_attrs_r2,user_attrs_rmse,user_attrs_spearman_rho,state
68,0.49089134705751913,2025-12-22 04:25:58.625867,2025-12-22 04:26:02.172749,0 days 00:00:03.546882,2.1891549441486987e-07,0.39249500876793614,120,0.3027689365482581,45.362375136692094,0.010364876756540398,11,0.5373716873909943,1333,0.9504674241077007,0.6978987455368042,0.1704559326171875,1.0207669734954834,0.49089134705751913,COMPLETE
69,0.48852089275026667,2025-12-22 04:26:02.173045,2025-12-22 04:26:06.135739,0 days 00:00:03.962694,1.6761679349808182e-07,0.3898117819074439,77,0.2565580077079881,51.38217165494733,0.009889669914685106,11,0.1232124568448251,1305,0.9446079846719128,0.6989775896072388,0.1677398681640625,1.0224366188049316,0.48852089275026667,COMPLETE
70,0.48060459878810297,2025-12-22 04:26:06.135926,2025-12-22 04:26:09.664494,0 days 00:00:03.528568,2.1424949927139207e-07,0.36173032070780015,66,0.08418799816612205,46.102603486120564,0.009869740250771789,10,0.11938038994946046,1534,0.9472495069564585,0.6983824968338013,0.16655868291854858,1.0231618881225586,0.48060459878810297,COMPLETE
71,0.48170204423236823,2025-12-22 04:26:09.664657,2025-12-22 04:26:11.716403,0 days 00:00:02.051746,1.987581152883192e-07,0.3701618851822549,65,0.25502467250011296,42.42236738056009,0.015340594850865561,10,0.2760360238763877,1652,0.9502638370009401,0.6986921429634094,0.16936439275741577,1.0214382410049438,0.48170204423236823,COMPLETE
72,0.48420184441283537,2025-12-22 04:26:11.716594,2025-12-22 04:26:13.461062,0 days 00:00:01.744468,2.2036004389682905e-07,0.3715856687245815,61,0.2223197177127162,44.012846220223174,0.022543253418315302,11,0.10302010875586175,1555,0.9534002580058561,0.697542667388916,0.16722387075424194,1.0227535963058472,0.48420184441283537,COMPLETE
73,0.4907363323271374,2025-12-22 04:26:13.461229,2025-12-22 04:26:15.410422,0 days 00:00:01.949193,2.1891597502048643e-07,0.37450173724742897,63,0.1586510562880072,48.347488403617206,0.021422162696626293,11,0.11266320186005019,1591,0.9550547322284021,0.6962893009185791,0.1718599796295166,1.0199027061462402,0.4907363323271374,COMPLETE
74,0.4841875816234967,2025-12-22 04:26:15.410610,2025-12-22 04:26:18.400973,0 days 00:00:02.990363,1.7962871365825026e-07,0.371895429325613,63,0.03226869984007391,84.84336946997585,0.022268502207653532,11,0.1207016075139085,1554,0.9540114386129167,0.6998111605644226,0.16564470529556274,1.023722767829895,0.4841875816234967,COMPLETE
75,0.4827006592338861,2025-12-22 04:26:18.401161,2025-12-22 04:26:21.169197,0 days 00:00:02.768036,1.8304138906790466e-07,0.37036628557758167,62,0.010591375341104381,55.98870785847977,0.02593351859388351,11,0.11859080425061347,1591,0.9417474249381188,0.6987106800079346,0.16528838872909546,1.0239412784576416,0.4827006592338861,COMPLETE
76,0.48594990584552145,2025-12-22 04:26:21.169374,2025-12-22 04:26:23.306414,0 days 00:00:02.137040,1.849858493904334e-07,0.37124786285456063,63,0.21579228824488134,87.72631004452661,0.024319882592055433,11,0.11806567206214594,1611,0.9380824275553306,0.7019394636154175,0.1660204529762268,1.0234922170639038,0.48594990584552145,COMPLETE
77,0.46192948330617206,2025-12-22 04:26:23.306583,2025-12-22 04:26:24.172874,0 days 00:00:00.866291,4.555925803008816e-08,0.37325211986835904,46,0.2765782396124622,21.894424582828123,0.043252189742701744,11,0.0596698924359736,1617,0.9386405888658851,0.7091840505599976,0.14598292112350464,1.0357147455215454,0.46192948330617206,COMPLETE
78,0.47726377461285685,2025-12-22 04:26:24.173048,2025-12-22 04:26:26.089254,0 days 00:00:01.916206,8.590040908465627e-09,0.3012222553356485,59,0.043514807566421176,64.16049210748061,0.02620354862542206,11,0.04706132752817648,1752,0.9720473936216473,0.7027525901794434,0.15682345628738403,1.0291202068328857,0.47726377461285685,COMPLETE
79,0.47356582842075884,2025-12-22 04:26:26.089425,2025-12-22 04:26:27.112245,0 days 00:00:01.022820,1.6580138111513583e-07,0.380282731146348,51,0.5590736304979629,95.77090470258413,0.020284757697759913,9,0.02022763319757561,1874,0.8944101744599334,0.7022801637649536,0.1615769863128662,1.0262151956558228,0.47356582842075884,COMPLETE
80,0.4436352886600362,2025-12-22 04:26:27.112397,2025-12-22 04:26:27.640423,0 days 00:00:00.528026,2.2822240183702653e-09,0.3215717694500213,62,0.46961181316180217,3.1997550872617824,0.06445447187936063,11,0.09633876793938619,1384,0.9379063752962015,0.7296655178070068,0.10332655906677246,1.0612653493881226,0.4436352886600362,COMPLETE
81,0.47238634940717583,2025-12-22 04:26:27.640570,2025-12-22 04:26:28.759330,0 days 00:00:01.118760,2.7877283268747195e-07,0.35150624969484545,66,0.1622512084242674,29.25593140476551,0.03024854776320909,10,0.14842569215007737,1548,0.9518135941013565,0.7048750519752502,0.15261375904083252,1.0316860675811768,0.47238634940717583,COMPLETE
82,0.48179610092067354,2025-12-22 04:26:28.759479,2025-12-22 04:26:31.562784,0 days 00:00:02.803305,3.85753624116655e-08,0.3894403409868808,77,0.1726291553465208,99.02446755142294,0.01712973188997469,10,0.11125053544500726,1627,0.948229784041888,0.702285647392273,0.16768842935562134,1.0224682092666626,0.48179610092067354,COMPLETE
