number,value,datetime_start,datetime_complete,duration,params_alpha,params_colsample_bytree,params_early_stopping_rounds,params_gamma,params_lambda,params_learning_rate,params_max_depth,params_min_child_weight,params_num_boost_round,params_subsample,user_attrs_ap,user_attrs_auc,user_attrs_threshold,state
44,0.5431192660545499,2025-12-16 22:31:51.388713,2025-12-16 22:31:52.410700,0 days 00:00:01.021987,0.5097405841734605,0.46338623733324086,80,0.74540652315256,0.001736730847122282,0.03643859037665191,11,66,746,0.648891950789964,0.5311566687237296,0.7961626899493468,0.2662421762943268,COMPLETE
45,0.45047923322635863,2025-12-16 22:31:52.410815,2025-12-16 22:31:52.623823,0 days 00:00:00.213008,9.474060419404172,0.4047384446498658,96,1.459396018275621,0.0735849263179234,0.02359836408210565,13,100,131,0.7002975634859686,0.43409377269360344,0.7127724273527059,0.23142433166503906,COMPLETE
46,0.5297805642628476,2025-12-16 22:31:52.623927,2025-12-16 22:31:52.966460,0 days 00:00:00.342533,0.00031409264975690087,0.5530486532686438,108,2.468741396566397,4.96074153989265e-05,0.19256762058454402,10,34,217,0.7986329843853976,0.49767451129578766,0.781562416688883,0.17157460749149323,COMPLETE
47,0.40811965811926854,2025-12-16 22:31:52.966577,2025-12-16 22:31:53.108357,0 days 00:00:00.141780,0.04740890677585652,0.6104002146557659,149,0.1427386929993495,0.9890370886665981,0.002166364497829897,12,129,66,0.8744555350317996,0.37881353864164363,0.6786773527059451,0.21386481821537018,COMPLETE
48,0.49621785173931926,2025-12-16 22:31:53.108456,2025-12-16 22:31:53.723616,0 days 00:00:00.615160,0.013843248485652757,0.3217183902542124,120,0.7051370628382562,3.95485169265643e-06,0.01447724193465777,11,82,448,0.6332655727506655,0.45915548371221754,0.7538573047187416,0.21509714424610138,COMPLETE
49,0.5509433962259171,2025-12-16 22:31:53.723723,2025-12-16 22:31:55.069213,0 days 00:00:01.345490,0.2095250033316717,0.8055532238352602,162,3.513424814314954,9.076068711513637,0.00966668041124986,15,52,825,0.7353736349084331,0.5105737348602879,0.7790839109570782,0.27978813648223877,COMPLETE
50,0.5415929203534897,2025-12-16 22:31:55.069333,2025-12-16 22:31:56.655160,0 days 00:00:01.585827,0.001768771209750537,0.9687462388400185,81,0.021245299735915157,3.0417167596759087e-07,0.006391598988734609,14,21,566,0.7756369495002531,0.540381404184849,0.7860987070114638,0.24571862816810608,COMPLETE
51,0.5561694290971095,2025-12-16 22:31:56.655288,2025-12-16 22:31:58.010970,0 days 00:00:01.355682,0.28548805098797897,0.8030314792548688,165,4.710033581639534,9.496102078080886,0.009037306050538468,12,53,844,0.7351618560448405,0.5175878889169809,0.782220574513463,0.26350754499435425,COMPLETE
52,0.4696485622998411,2025-12-16 22:31:58.011096,2025-12-16 22:31:59.287635,0 days 00:00:01.276539,0.9504158580544027,0.8794456314704094,171,4.966635335031289,44.819271561261495,0.003513623286855741,12,51,865,0.6931107159980271,0.4569029902249001,0.7345666155691815,0.21799474954605103,COMPLETE
53,0.5367647058818568,2025-12-16 22:31:59.287758,2025-12-16 22:32:00.224536,0 days 00:00:00.936778,3.6844818624325217,0.7829621876918458,180,4.746241972193591,4.415620591648924,0.0218180396381276,11,70,674,0.7096573994420393,0.5091207556446621,0.780975073313783,0.26864734292030334,COMPLETE
54,0.5071942446038223,2025-12-16 22:32:00.224678,2025-12-16 22:32:01.212681,0 days 00:00:00.988003,0.007825709802086451,0.9055805536268258,184,2.0594769448168133,0.27396716499347606,0.004442676172944267,13,25,379,0.7652174688377709,0.5073642557674245,0.7627174420154625,0.24871812760829926,COMPLETE
