number,value,datetime_start,datetime_complete,duration,params_batch_size,params_cls_weight,params_dropout,params_hidden_dim,params_lr,params_n_heads,params_n_layers,params_weight_decay,state
151,0.08910444514289008,2025-12-23 04:01:36.547688,2025-12-23 04:01:37.273247,0 days 00:00:00.725559,128,0.17913530415092793,0.19757117545464625,384,0.00012283704023728612,4,1,0.007328179403381927,PRUNED
152,0.3633838404744922,2025-12-23 04:01:37.273408,2025-12-23 04:01:37.828280,0 days 00:00:00.554872,128,0.20993069278697488,0.26530540525824153,384,0.00025150163732000553,4,1,1.6023327258632525e-05,PRUNED
153,0.13105569878907983,2025-12-23 04:01:37.828422,2025-12-23 04:01:38.496293,0 days 00:00:00.667871,128,0.29887464702324085,0.1847674310167185,384,0.0001948799658679503,4,1,7.00149571561221e-05,PRUNED
154,-0.09523684846604842,2025-12-23 04:01:38.496441,2025-12-23 04:01:39.191460,0 days 00:00:00.695019,128,0.13416261952081446,0.23785619688638013,256,0.00014011522173752627,4,1,0.0011040853503769957,PRUNED
155,0.41202722886082194,2025-12-23 04:01:39.191618,2025-12-23 04:01:39.817441,0 days 00:00:00.625823,64,0.32001696685811265,0.29212859474025743,384,0.0003191357837359824,4,1,0.0042521122032685215,PRUNED
156,0.43122487235819773,2025-12-23 04:01:39.817601,2025-12-23 04:01:42.641803,0 days 00:00:02.824202,32,0.15259552650971137,0.2525273847877992,768,6.994139700169218e-05,4,3,8.373027149418352e-06,PRUNED
157,0.19858386193263283,2025-12-23 04:01:42.641967,2025-12-23 04:01:43.279708,0 days 00:00:00.637741,128,0.12019871865374203,0.16757520111066443,384,9.461226451151677e-05,8,3,4.453876220234009e-05,PRUNED
158,0.4057707341386158,2025-12-23 04:01:43.279864,2025-12-23 04:01:44.292983,0 days 00:00:01.013119,16,0.16877719867351992,0.2754438063356212,512,0.00017999858986755663,4,3,2.908131773798387e-05,PRUNED
159,0.3719206246643078,2025-12-23 04:01:44.293148,2025-12-23 04:01:46.499109,0 days 00:00:02.205961,16,0.11246420212998856,0.2271854742658729,768,0.00016470993913577704,8,3,2.3672870495453627e-06,PRUNED
160,0.4918996259468907,2025-12-23 04:01:46.499281,2025-12-23 04:01:48.358210,0 days 00:00:01.858929,16,0.14509581973583788,0.14840941508831282,384,0.00021945740435022298,4,3,0.002092908553245892,PRUNED
